Korean,English,score
오~ 키키 그러면 논산까지 기차 타고 가는 건가?,"Oh~ Kiki, so are you taking the train to Nonsan?",1
아니,no,1
나는 주로 버스를 이용해!,I mostly use the bus!,1
헐 버스 엄청 불편하지 않나?!,"Wow, isn't the bus incredibly uncomfortable?!",1
도중에 화장실도 못 가고,I can't even go to the bathroom on the way,1
나는 화장실 자주 안 가서 괜찮아!,"I don't go to the bathroom often, so it's okay!",1
오 그러면 다행이네 키키,"Oh, that's good, Kiki",1
버스타기 전에 아메리카노 먹으면 살짝 겁남 키키,I feel a little scared when I drink Americano before getting on the bus.,1
키키 나는 멀미를 자주 해서 그냥 누워서 자!,Kiki I get motion sickness often so I just lie down and sleep!,1
오홍 키키 그게 좋은 건지 안 좋은 건지 모르겠네 키키,Oh Hong Kiki I don't know if that's good or bad Kiki,1
오빠는 딸이 좋아 아들이 좋아?,Do you like daughters or sons?,1
음 나는 무조건 아들! 키키,"Yeah, I'm definitely a son! Kiki",1
키키 아 진짜?,"Kiki, really?",1
요즘에 다 딸이었으면 하던데?,"Nowadays, everyone wishes they had a daughter.",1
응 요즘엔 다 딸이 좋다고 하던데 나는 딸 낳으면 좋은 아빠 못될 거 같애,"Yeah, these days everyone says they like daughters, but I don't think I'd be a good father if I had a daughter.",1
헉 그런 말이 어디 있어~,"Oh my, where did you hear that?",1
좋은 아빠가 될 수 있어!,You can be a good father!,1
딸 놓으면 통금 생기고 이럴까 봐 좀 그래,"I'm a little worried that if I let my daughter go, there'll be a curfew or something like that.",1
그냥 아들 놓고 맘 놓고 키우고 싶어 키키,"Kiki, I just want to raise my son with peace of mind",1
키키 맞아 딸은 그렇긴 해,"Kiki, that's right, my daughter is like that",1
근데 우리집 딸 둘인데 통금 따위 없음!,But we have two daughters and there's no curfew!,1
옼 키키 부모님이 엄청 좋은 분이신가 봐 키키,"Wow Kiki, your parents must be really nice people Kiki",1
우리 집은 아들만 셋인데 다 통금 있었음 키키,"There are only three sons in my house, and we all have curfews. Kiki",1
헐  우리는 아빠가 어렸을 때부터 우리를 방목하듯이 키웠음 키키,"Wow, we were raised like we were herds by our father since we were little Kiki",1
나도 어릴 땐 그런 개방적인 부모님이 부러웠는데 키키,"When I was young, I envied such open-minded parents. Kiki",1
나 자취 시작한 것도 아빠가 몇 달 뒤에 알았음,My dad found out a few months later that I was living alone.,1
헐 키키 그건 좀 키키,Oh my gosh Kiki that's a bit Kiki,1
너무 소통이 없는 거 아니야?,Isn't there too little communication?,1
키키 아니,Kiki no,1
말했는데 우리 아빠는 자기가 필요한 말 아니면 잘 안 들어,"I told you, my dad doesn't really listen unless it's something he needs to hear.",1
앜 키키 아버지 유쾌하시고 좋으신 분인가 봐 키키,"Kiki, your father must be a cheerful and kind person. Kiki",1
키키 아니,Kiki no,1
그런 것도 아니야 하하,Not like that haha,1
그래도 나도 그런 부모님이었으면 좋긴 하겠다 키키,"Still, I wish I had parents like that, Kiki",1
오빠가 강아지털 알러지 있었다고 했었나?,Didn't you say your brother was allergic to dog hair?,1
아니,no,1
나는 강아지털 알러지는 없지 키키,I don't have a dog hair allergy Kiki,1
아 동생이 있었다고 했었나?,"Oh, you said you had a younger sibling?",1
아닠 키키,Ahn Kiki,1
우리 가족 아무도 없어 키키,There is no one in my family Kiki,1
내가 잘못 생각하고 있었나 봐~,I guess I was thinking wrong~,1
혹시 반려동물로 거북이 어떻게 생각해?,What do you think about turtles as pets?,1
헐 거북잌 키키,Wow turtle cake Kiki,1
그거 나 초등학교 때 막 자라 키우고 그랬는데 키키,"I was just growing up when I was in elementary school, and I was like Kiki",1
헐 진짜?,Oh really?,1
자라는 근데 자연에서 데리고 온 거지?,"It grows, but did you bring it from nature?",1
아닠 키키,Ahn Kiki,1
팔던데?,Are you selling it?,1
그래서 어항이랑 같이 사서 키우고 그랬지,So I bought it and raised it along with a fish tank.,1
헐 진짜?,Oh really?,1
자라도 은근 오래 살지 않아?,"Even if you grow up, don't you live a long life?",1
응 키키 근데 초딩이라 뭘 알겠어,Yeah Kiki but I'm in elementary school so what would I know?,1
그냥 막 키우니깐 일찍 죽더라...,"If you just raise them carelessly, they will die early...",1
할 ㅜㅜ 나는 육지 거북 요즘에 눈에 밟히더라!,Wow ㅜㅜ I've been catching sight of land turtles lately!,1
육지 거북!?,Land turtle!?,1
그래 요즘엔 뭐 이상한 거 다 키우더랔 키키,"Yeah, these days, they're raising all sorts of weird things, Kiki",1
맞아 키키,Yeah Kiki,1
근데 육지 거북은 별로 내가 신경 쓸 게 없더라고!,But I don't really care about land turtles!,1
음 키키 그럼 키우는맛없지않을까?,"Um, Kiki, then wouldn't it be boring to raise them?",1
방치 목적이면?,What if the purpose is to neglect?,1
아니,no,1
나는 그런 식으로 서로의 프라이버시를 존중할 수 있는 반려동물이 있었으면 좋겠음!,I wish I had a pet that could respect each other's privacy like that!,1
아 그러면 고양이도 괜찮을 거 같은데 키키,"Oh, then I guess the cat would be okay too Kiki",1
오빠는 헬스 말고 다른 운동 해본 적 있어?,Have you ever done any other exercise besides working out?,1
응 당연히 있지,"Yeah, of course",1
나 고등학교 때 유도 3년 했어 키키,I did judo for 3 years in high school Kiki,1
헉 키키 오빠한테 멱살 잡히면 바로 넘어가겠는 걸?,"Hey, if Kiki-oppa grabs me by the collar, I'll fall over right away?",1
앜 키키 그럴 수도 키키,"Oh Kiki, that could be Kiki",1
너 정도면 한 손으로 들지 않을까 키키,"Kiki, you can probably lift it with one hand",1
키키 오우 이제부터 안 까불게~,"Kiki Oh, I won't bother you anymore~",1
그래 그래,Yeah yeah,1
까불면 멱살 잡으러 당장 달려간다 키키,"If you mess with me, I'll run over and grab you by the collar Kiki",1
키키 오우 대구에서 서울까지 몇 시간 걸리지?,Kiki Ou How many hours does it take to get from Daegu to Seoul?,1
한 3시간 정도 걸리지 않을까?,Wouldn't it take about 3 hours?,1
3시간 정도면 비행기로 달아날 시간 충분 함!,Three hours is enough time to escape by plane!,1
앜 키키 대구도 비행기 있어 키키,"Kiki, there's a plane to Daegu too Kiki",1
내가 말한 건 기차 키키,What I said was Kiki the Train,1
키키 아앗 그런 방법이 있었구나,"Kiki Ah, there was a way like that.",1
그러면 유도는 왜 그만뒀어?,Then why did you quit judo?,1
음 그냥 취미로 한 거라서 졸업 하니깐 별로 하고 싶지 않더라 키키,"Well, it was just a hobby, so after I graduated, I didn't really want to do it. Kiki",1
취미로 삼 년이나 했어?,You've been doing this as a hobby for three years?,1
학생 때 뭐 공부 말고 그냥 운동 취미였지 키키,"When I was a student, I didn't study, I just did sports as a hobby Kiki",1
키키 그러면 학교 끝나고 유도장 가서 운동한 거야?,"Kiki: So after school, you went to the judo gym and worked out?",1
음 나는 8교시 때부터 6-7시까지?,"Um, I start from 8th period until 6-7?",1
오빠는 학생 때 게임장 자주 갔어?,Did you go to the arcade often when you were a student?,1
음 게임장은 잘 안 가고 전공이 정보처리라서 그런지 학교에서 컴퓨터 실에 살았지 키키,"Well, I don't go to the game room often, so I live in the computer lab at school since my major is information processing. Kiki",1
학교 컴퓨터 실에서 게임 해도 돼?,Can I play games in the school computer lab?,1
어닠 키키,Where are you Kiki?,1
안되지,No way,1
근데 선생님들 몰래몰래 한 거지 키키,But Kiki did it without the teachers knowing,1
키키 보통 몇 교시 때 가서 했어?,"Kiki, what period do you usually go to?",1
점심시간에 가서 했나?,Did you go and do it during lunch time?,1
음 우리는 교실보다 컴퓨터 실에 더 오래있어서 1교시부터 8교시까지 다 컴퓨터실 키키,"Well, we spend more time in the computer lab than in the classroom, so we go to the computer lab from the first period to the eighth period.",1
키키 와 대박 그러면 계속 컴퓨터만 본 거야?,"Kiki, wow, so you're just going to keep looking at the computer?",1
응 키키 그치,Yeah Kiki right,1
수업 시간에 컴퓨터 게임하고 점심시간에 축구나 스포츠 즐기러 가지 키키,Play computer games during class and go play soccer or sports during lunch.,1
그렇구나 키키,"Oh, right, Kiki",1
축구는 보통 몇 명이서 했어?,How many people usually play soccer?,1
음 우리가 그때 9:9? 이렇게 했었나?,"Um, we did it like this back then, 9:9?",1
그럴걸?,Is that so?,1
원래 축구 경기도 9대 9로 하나?,Is a soccer game usually 9 vs 9?,1
아니지 않나?,Isn't that right?,1
11:11인가? 그럴걸?,11:11? I think so?,1
나는 축구 잘 안 좋아해서 키키,I don't like soccer very much so Kiki,1
그렇구나 키키,"Oh, right, Kiki",1
점심시간에 축구 하면 시간 빠듯하지 않아?,Don't you feel pressed for time if you play soccer during lunch?,1
웅 그치,"Yeah, that's right",1
그러면 5교시 선생님이랑 딜 봐야지 키키,"Then I have to make a deal with the 5th period teacher, Kiki",1
키키 와 그때 고딩 때 아니야,Kiki and I weren't in high school at that time,1
선생님이 허락해 주셔?,Does the teacher give permission?,1
응 어떤 선생님이냐에 따라 좀 다르긴 한데 허락해주시는 선생님도 계셨지 키키,"Yeah, it depends on the teacher, but there were some teachers who allowed it, Kiki.",1
오빠는 여행할 때 숙박 루트 중에 뭘 더 중요시 해?,"When you travel, what accommodation route do you consider most important?",1
음 나는 무조건 숙박! 키키,"Yeah, I definitely stay here! Kiki",1
잠자야 하는 곳이 젤 좋아야지,The best place to sleep is the one you like the most,1
근데 여행 가면 그곳에 꼭 봐야 하는 장소라든가 그런 게 더 우선 아닐 까?,"But when you travel, aren't the must-see places and such a thing a priority?",1
그치,right,1
그런 건 있는데 근데 그런 건 그냥 인스타 사진용 아님?,"There is something like that, but isn't that just for Instagram photos?",1
키키 아니야,It's not Kiki,1
인스타 사진은 가자마자 인증샷으로 찍고 그 정경을 또 눈으로 담아야지!,"As soon as I get there, I have to take a proof shot for Instagram and capture the scenery with my own eyes!",1
음 나는 여행이 여행 목적보단 힐링이 우선이라 쉬는 걸 더 좋아해 키키,"Well, I like to rest more because healing is more important than the purpose of the trip. Kiki",1
키키 그러면 오빠는 게스트하우스 아예 갈 생각이 없겠네?,"Kiki: Then, Oppa, you have no intention of going to the guesthouse at all?",1
그치,right,1
시끄러운 거 별로 안 좋아해서 키키,Kiki doesn't like loud things very much,1
그냥 혼자 푹 쉬고 싶지 키키,Kiki just wants to rest alone,1
게스트 하우스에서 맥주 파티 같은 거 하는데 존잼인데 ㅜ,We're having a beer party at the guest house and it's so much fun ㅜ,1
앜 키키 나 술은 입에 대지도 않아서 키키 술 먹는 거 극혐,"Kiki, I don't even drink alcohol, so I hate drinking alcohol",1
실은 나도 주량 맥주 백미리임!,"Actually, I can only drink a little beer!",1
앜 키키 그러면 뭐 즐기기 전에 취하겠는데? 키키,"Kiki, then you'll get drunk before you can enjoy it? Kiki",1
키키 아니,Kiki no,1
나는 원래 하이텐션이라 술 안 먹어도 잘 즐김!,"I'm originally high-tension, so I enjoy it even without drinking alcohol!",1
앜 키키 이게 그 유명한 술 먹지 않아도 취할 듯이 논다는 그 텐션 인가 키키,"Kiki, is this the famous tension where you act like you're drunk without drinking? Kiki",1
키키 엉 나보고 이미 마시고 온 거 아니냐고 다들 그래!,"Kiki, everyone is telling me that I've already drunk!",1
앜 키키 근데 나도 친구들이 그렇게 말은 하더라 키키,Yeah Kiki but my friends say that too Kiki,1
오빠는 천둥 칠 때 안 무서워?,"Aren't you scared when it thunders, oppa?",1
응 나는 딱히 그런 거 무서워하진 않아,"Yeah, I'm not really afraid of that kind of thing.",1
나도 안 그랬는데 최근에 엄청 크게 쳤던 적 있지 않았어?,"I didn't do that either, but didn't you hit it really hard recently?",1
아 맞아,Oh right,1
이번 장마 때 천둥 엄청 크게 치더라 키키,It thundered really hard during this rainy season Kiki,1
맞아,that's right,1
그때가 추석 때 맞지?,"That's Chuseok, right?",1
아니지 않나?,Isn't that right?,1
그거보다 더 전인 거 같은데,I think it was before that,1
논산은 추석 때 새벽에 쳤었거든!,Nonsan was hit at dawn during Chuseok!,1
앜 키키 근데 천둥 치면 재밌지 않나?,"Yeah, Kiki, but isn't it fun when it thunders?",1
오우 나 진짜 심장 떨어질 뻔!,Oh my gosh my heart almost sank!,1
자는데 조금 방해될 뿐이지 남자들은 다 나가서 구경 필수 키키,"It's just a little disturbing to sleep, but all the men have to go out and watch Kiki",1
키키 아 진짜?,"Kiki, really?",1
나는 너무 무섭더라 심장 쿵쾅!,I was so scared my heart was pounding!,1
앜 키키 천둥 칠 때 번개 모양 뜨면 무조건 사진 찍어야 하는데 키키,"Kiki, when there's thunder and lightning, you have to take a picture. Kiki",1
그거 사진 찍어 본 적 있어?,Have you ever taken a picture of that?,1
흠 노력은 했지만 다 실패... ㅠㅠ,"Hmm, I tried but it all failed... ㅠㅠ",1
키키 맞아,Kiki is right,1
번개는 진짜 번쩍 하고 사라지잖아,Lightning really does flash and disappear.,1
맞어,That's right,1
딱 번개 모양일 때 찍을려 했는데 엄청 어렵더라 ㅠㅠ,"I tried to take a picture when it looked like lightning, but it was so hard ㅠㅠ",1
오빠 내가 보내 준 기사 봤어?,"Hey, did you see the article I sent you?",1
응 봤짘 키키,Yeah I saw Kiki,1
완전 쩔던데...?,It was totally awesome...?,1
맞아 ㅜㅜ,Yeah ㅜㅜ,1
"70대 남성이 자기 와이프를 죽였다니,",A man in his 70s killed his wife.,1
어떻게 그렇게 할 수 있지?,How can you do that?,1
진짜 세상사는 게 무섭다,Living in the real world is scary,1
"맞아,","that's right,",1
"그러고 자기도 투신자살 했다잖아,","And then he committed suicide by jumping too, right?",1
그러니깐 그런 사람들 왜 그러는지 이해를 못하겠네...,So I don't understand why people like that do that...,1
"그러게,","I know,",1
"70이면 나이도 지긋하게 드셨구먼,","At 70, you're quite old.",1
그러게,I know,1
무슨 일이 있었길래 그렇게까지 하시지...?,What happened that made you do something like that...?,1
사건 경위 조사 중이라니까 내일 쯤이면 또 기사 나오겠다!,"They said they are investigating the circumstances of the incident, so another article will come out tomorrow!",1
응 그렇겠지?,"Yeah, I guess so?",1
얼른 나왔으면 좋겠다 궁금궁금 ㅠ,"I hope it comes out soon, I'm curious ㅠ",1
지역이 경북 영주라는데 나는 처음 들어보는 지역 이름임!,"The region is said to be Gyeongbuk Yeongju, but it's the first time I've heard of that name!",1
앜 키키 그기 대구랑 좀 가깝지 싶은데 멀지 않은 곳에서 일어 나니깐 좀 무섭긴 하네,"Kiki, it seems like it's close to Daegu, but it's a little scary because it happened not too far away.",1
헐 진짜?,Oh really?,1
그러면 용암교라고 알아?,Then do you know about Yongamgyo Bridge?,1
아니...,no...,1
대구 지역도 아직 잘 모르는데 딴 지역은 거의 몰라 키키,"I don't know much about Daegu, but I don't know much about other areas.",1
키키 아 고래? 키키,"Kiki, a whale? Kiki",1
그 용암교에서 차 타고 투신 자살했대 ㅜ,I heard he committed suicide by jumping off a car at that lava bridge.,1
아이고 후회할 짓을 왜 하셨는지...,"Oh my, why did you do something you'll regret...",1
너무 안타깝다,It's such a pity,1
내가 저번에 화이자 단점 얘기하지 않았어?,Didn't I tell you about Pfizer's shortcomings last time?,1
응 얘기했지 키키,Yeah I told you Kiki,1
죽을 수도 있다고 그랬나?,Did you say I could die?,1
아니,no,1
그거는 모더나고!,That's modern!,1
화이자 단점이 뭔 지 알아?,Do you know what the downsides of Pfizer are?,1
아니,no,1
그거는 잘 모르겠네?,I'm not sure about that?,1
뭔데?,What is it?,1
2차까지 맞아도 2개월 뒤면 효능이 점점 떨어진대!,"Even if you get it twice, the effectiveness gradually decreases after two months!",1
헐 그러면 맞나 안 맞나 똑같은 거 아님?,"Wow, then isn't it the same whether it's right or not?",1
맞을 이유가 없지 않나?,"There's no reason for that to be the case, right?",1
초반에는 예방률 93%인데 나중에는 60%까지 떨어진대!,"Initially, the prevention rate was 93%, but later it dropped to 60%!",1
흠 다행이 나는 모더나라서 다행인 걸까 키키,"Hmm, thank goodness I'm a modernist, Kiki",1
키키 나는 잘 모르겠다,Kiki I don't know,1
그래서 미국은 지금 부스터샷 맞잖아!,So the US is getting a booster shot right now!,1
응응 맞어,"Yeah, that's right",1
그거 한국에도 나올 거라던데 3차로 키키,"I heard it will be released in Korea too, 3rd time Kiki",1
지금 의료진이랑 코로나 관련 직업 가진 사람들은 맞고 있대!,"Right now, medical staff and people with jobs related to coronavirus are getting the shot!",1
아 벌써?,"Oh, already?",1
그치 그런 분들 먼저 맞아야 우리도 맞지 키키,"Yeah, we have to hit those people first before we can hit them too.",1
그치 의료진은 아마 4월에 맞았었을 테니까!,"Yeah, the medical staff probably got it in April!",1
음 어차피 우리 나이대까지 올려면 올해는 지나야 하는 건가?,"Well, does this year have to pass if we're going to get to our age anyway?",1
키키 아마 그렇지 않을까?,Kiki: Maybe so?,1
오빠는 모더나니까 상관 없고!,"It doesn't matter to me, oppa, because it's Moderna!",1
뭐 혹시 모르지 모더나도 맞으라고 하면 맞아야지 키키,"Well, I don't know, if they tell me to get Moderna, I'll have to get it Kiki",1
오빠는 요즘에 화장품 뭐 써?,"Oppa, what kind of cosmetics do you use these days?",1
음 화장품?,"Um, cosmetics?",1
남자는 그냥 스킨로션이 끝인데...?,"For men, all they need is just skin lotion...?",1
심지어 우리 아빠는 올인원을 쓰고 있지!,Even my dad is using an all-in-one!,1
앜 키키 사실 나도 올인원 쓰는 중 키키,"Kiki, actually I'm using an all-in-one too Kiki",1
키키 근데 올인원은 화장품 냄새가 다 똑같은 거 같음!,Kiki But all the all-in-one cosmetics smell the same!,1
맞엌 키키,Right kitchen kiki,1
약간 남자 냄새 키키,Slightly manly smell Kiki,1
근데 화장품은 여자친구 만날 때만 쓰는 거 같애,But I think I only use cosmetics when I meet my girlfriend,1
키키 헐 안 돼,Kiki oh no,1
썬크림까지는 발라줘야 한다고!,You have to apply sunscreen too!,1
그러니깐 바르기 귀찮은데 여자친구가 자꾸 바르라고 하니깐 여자친구 만나게 되면 하고 싶지 않은 화장도 해야 하는 느낌...,"So, I feel like I have to put on makeup that I don't want to when I meet my girlfriend because it's a hassle to put on makeup, but my girlfriend keeps telling me to put it on...",1
내 남사친은 비비까지 발라 키키,My boyfriend even wears Vivi,1
헐 키키 비비는 남자의 자존심인데!,"Wow, Kiki Vivi is a man's pride!",1
그거를... 안돼!,That... no!,1
걔는 심지어 눈썹 정리도 하고 틴트도 발름!,She even grooms her eyebrows and applies tint!,1
헐 키키 미용에 관심이 많으신 건가 아니면 니가 시키는 거야 키키?,"Oh my gosh, are you interested in beauty, Kiki, or is it you who orders Kiki?",1
키키 아니야,It's not Kiki,1
걔는 원래부터 그랬어!,He's been like that from the beginning!,1
음 미용에 그냥 관심이 많으신가 보네 신기하다 키키,"Hmm, I guess you're just interested in beauty. That's interesting, Kiki.",1
응 나보다 화장품이 더 많음!,"Yeah, you have more cosmetics than me!",1
헐 키키 남자가 그러기가 쉽지 않은데 엄청나시네 키키,"Wow Kiki, it's not easy for a man to do that, you're amazing Kiki",1
오빠는 하루에 물 몇 리터 마셔?,"How many liters of water do you drink a day, oppa?",1
음 나는 운동도 하니깐 한 3-4리터?,"Well, I also exercise, so maybe 3-4 liters?",1
헐 대박 많이 마시네?,"Wow, you drink a lot?",1
응 그치,"Yeah, right",1
그냥 심심할 때마다 마셔서 습관이지 뭐 키키,"I just drink it whenever I'm bored, so it's a habit. Kiki",1
그러면 오빠 물통도 큰 거 쓰겠다!,"Then oppa, I'll use a bigger water bottle too!",1
응 2리터까지 담기는 물통 쓰는데 씻기가 귀찮아 키키,"Yeah, I use a water bottle that holds up to 2 liters, but it's a hassle to wash it.",1
그렇게 마시면 화장실 자주 안 가?,"If you drink like that, won't you go to the bathroom often?",1
자주 가지 키키 당연히 키키,I go often Kiki Of course Kiki,1
10분마다 들락 하는 거 같음 키키,It seems like it comes and goes every 10 minutes Kiki,1
내가 2리터 도전했는데 그 정도 가더라 키키,I tried 2 liters and it was about that much Kiki,1
물 마시는 건 도전이 아니라 무조건 마셔야 하는 거지 건강에 좋대 키키,"Drinking water is not a challenge, it's something you have to drink unconditionally because it's good for your health.",1
근데 나는 하루에 1리터가 적당한 거 같아!,But I think 1 liter a day is enough!,1
음 그래도 물 많이 마시면 피부 좋아진대 키키,"Well, if you drink a lot of water, your skin will get better, Kiki",1
근데 내가 2리터 몇 달 해 봤는데 똑같던데?,But I tried 2 liters for a few months and it was the same?,1
앜 키키 그래?,"Hey Kiki, really?",1
그럼 타고 나야 하나 봐 키키,Then I guess I have to ride it Kiki,1
나는 지성이라 기름 오져!,I'm smart so I get oily!,1
나는 아직 지성 그런 거 뭔지 모르겠더랔 키키,"I still don't know what intelligence is, Kiki",1
오빠도 주식 같은 거 요즘에 해?,"Oppa, do you also do stocks these days?",1
아니,no,1
나는 주식 코인 이런 거 아예 안 하지,"I don't do stocks, coins, or anything like that.",1
요즘 20대 애들 주식 많이 한다더라!,I heard that a lot of kids in their 20s invest in stocks these days!,1
응 안 그래도 주변에서 많이 하던데 피 많이 보더라 키키,"Yeah, I've seen a lot of people do it around here, but I've seen a lot of blood Kiki",1
키키 지금은 다 마이너스인 거 같아!,"Kiki, it seems like everything is negative now!",1
응 키키 요즘은 부모님들이 적금 통장 안하고 주식으로 산대 키키,"Yeah Kiki These days, parents don't save in savings accounts, but buy stocks. Kiki",1
삼성 같은 경우도 배당금이라는 게 있잖아!,"In the case of Samsung, there is something called dividends!",1
그치 키키,Right Kiki,1
나는 주식 한번도 안 해봐서 왜 하는지 이해는 못함 키키,I've never done stocks before so I don't understand why you do it Kiki,1
나도 키키,Me too Kiki,1
내가 아는 분 이번에 -6%래,Someone I know said -6% this time,1
내 친구는 본업이 주식 하는 건데 한번 잃으면 5천까지 잃더라...,"My friend's main job is trading stocks, and when he loses once, he loses up to 5,000...",1
"와, 그러면 최고로 많이 얻을 때는 얼마 정도래?","Wow, so how much is the most you can get?",1
음 걔가 최고 많이 번 게 2-3억이었나?,"Um, the most he earned was 200-300 million?",1
그럴걸?,Is that so?,1
헐 대박 진짜 돈을 쥐락 펴락 하네?,"Wow, wow, you really are wielding money like that?",1
그래도 잃는 거보다 딴 게 더 많더라 키키,"But I still have more to gain than to lose, Kiki",1
전문적으로 하는 애라 뭔가 다르긴 함 키키,It's different because I'm a professional Kiki,1
그러니까 본업을 주식으로 하지,"So, I don't do my main job with stocks.",1
나는 다 털렸을 걸?,I guess I'm all shaved?,1
앜 키키 나도 했으면 다 털렸지 싶다,"Kiki, if I did that too, I think I would have lost everything",1
그래서 안 하는 거 같애 키키,So I don't think I'll do it Kiki,1
오빠는 음중이나 이런 가요 무대 봐?,"Oppa, do you watch music shows like Inkigayo?",1
음 그런 건 군대에선 봤는데 사회 나오니깐 아예 안 보게 되더라 키키,"Well, I saw that kind of thing in the military, but once I got out into society, I didn't see it at all. Kiki",1
키키 그때 군대에서 어떤 그룹이 제일 좋았어?,"Kiki, which group was your favorite in the army at that time?",1
음 내가 군대에 있을 때는 라붐이라고 알아? 유명했는데,"Um, when I was in the military, did you know Laboum? They were famous.",1
어 지금 상상더하기 노래로 뜬 그룹 아니야?,"Hey, aren't they a group that got popular with the song Imagination Plus?",1
응응 맞어 키키,"Yeah, that's right Kiki",1
그때는 진짜 엄청났는데,It was really huge back then,1
군대에서 아이유도 한번 이겼었는데 키키,"IU also won once in the military, Kiki",1
헐 진짜?,Oh really?,1
어떻게 아이유를 이길 수 있지?,How can you beat IU?,1
그 뮤뱅에선가 순위 매기는데 아이유가 2등하고 라붐이 1등함 키키,"On that Music Bank, they were ranking the artists, and IU got 2nd place and Laboum got 1st place. Kiki",1
헐 아이유는 음반 낼 때마다 다 히트곡인데!?,"Wow, every time IU releases an album, it's a hit song!?",1
그치,right,1
아이유는 낼 때마다 히트곡이고 라붐은 몇 번 내서 한번 히트친 거지 키키,"IU's song is a hit every time she releases it, but Laboum's song is a hit every time they release it a few times. Kiki",1
헐 근데 지금은 왜 해체했대?,"Wow, but why did they disband now?",1
그 멤버 중에 한 명이 결혼하고 막 이러니깐 그런 거 같은데,I think it's because one of the members got married and stuff.,1
아 맞다,Oh right,1
에프티아일랜드 멤버랑 결혼했지?,You married a member of FT Island?,1
응응 맞아,"Yeah, that's right",1
걔가 인기 젤 많았는데 결혼하고 그래서 해체한 거 아닐까? 키키,"He was the most popular, but he got married and that's why he disbanded, right? Kiki",1
아 진짜?,Oh really?,1
지금은 쌍둥이 낳아서 잘 살고 있던데!?,I heard you're living well now that you gave birth to twins!?,1
응응 그러게,"Yeah, okay, then",1
나도 나중에 그렇게 잘 살고 싶다 키키,I want to live well like that later too Kiki,1
오빠는 피규어 같은 거 관심 없어?,"Oppa, aren't you interested in things like figures?",1
응 장난감에 관심 가지는 편이 아니라서 키키,"Yeah, I'm not really interested in toys, Kiki.",1
그래?,okay?,1
나는 만화 재밌게 본 거는 다 피규어 갖고 싶던데!?,I want to have a figure of every cartoon I've seen that was fun!?,1
음 약간 피규어 놓을 때도 없고 그냥 딱히 생각은 안 나네 키키,"Well, I don't really have time to put down the figure, I just don't really think about Kiki",1
놓을 곳은 개척하는 거야,The place to put it is to pioneer it.,1
모세의 기적 몰라?,Don't you know about Moses' miracles?,1
앜 키키 그러니깐 그 진열대도 사야 하는데 나는 별로 키키,"Oh Kiki, so I have to buy that display case too, but I don't really like Kiki",1
키키 오빠 혹시 진격의 거인 알아?,"Kiki, do you know about Attack on Titan?",1
응 알긴 아는데 한번도 본 적은 없음 키키,Yeah I know but I've never seen Kiki,1
아 진짜?,Oh really?,1
이것도 진짜 재밌는데 추천!,"This is also really fun, I recommend it!",1
응 안 그래도 주변에서 재밌다고 보라고 하는데 시간 내기가 귀찮네 키키,"Yeah, people around me tell me it's fun to watch, but I can't seem to find the time. Kiki",1
근데 이거 좀 잔인한 장면이 많이 나와서 호불호 갈려!,"But this has a lot of cruel scenes, so opinions are divided!",1
음 잔인한 거 많으면 더 재밌지 않나?,"Well, wouldn't it be more fun if there were more cruel things?",1
작화가 엄청 좋다는 말이네? 키키,Are you saying that the animation is really good? Kiki,1
엉 맞아,"Yeah, that's right",1
사람 잡아먹는 거잖아 이게!,This is cannibalism!,1
응응 키키 막 날라 댕기고 장난 아이던데 키키,"Yeah, yeah Kiki, you were just flying around and playing around, you little kid.",1
재밌어 보이긴 하더라 키키,"It looks fun, Kiki",1
맞아 키키,Yeah Kiki,1
그거 애니메이션화 하는데 진짜 작화 쩔어!,"They're animating that, and the animation is really awesome!",1
오홍 나중에 언젠간 시간 나면 꼭 봐야겠다 키키,"Oh, I'll definitely have to watch it sometime when I have time Kiki",1
너 유부초밥에 토핑 올라간 거 먹어 봄?,Have you ever tried sushi with toppings on it?,1
어어 요즘은 다 토핑 있잖아,"Hey, these days, everything has toppings.",1
유부초밥 엄청 조아함,Yubu Sushi is really good,1
야 나 방금 먹어 봤는데 존맛!,Dude I just tried it and it's delicious!,1
그치,right,1
막 크래미 같은 거 올라가 있는 거 젬티,"It's like a crab that's going up, Gemty",1
맞아,that's right,1
나는 연어랑 소불고기랑 에그랑 새우!,"I like salmon, bulgogi, eggs, and shrimp!",1
헐 유부초밥이 연어가 올라갔다구<!?,"Wow, the sushi roll has salmon on it.",1
엉! 그것도 생연어가 올라감!,Oh! And it has raw salmon on it too!,1
키키 대박 연어유부초밥이네 일석이조,Kiki's daebak salmon tofu sushi is killing two birds with one stone,1
키키 어 와사비도 올려줘서 존맛!,"Kiki, it's so delicious that you put wasabi on it too!",1
아 와사비 진짜 좋아함 생와사비 ㅡㅡ,"Ah, I really like wasabi, raw wasabi ㅡㅡ",1
맞아,that's right,1
생와사비 올라와 있음!,Fresh wasabi is on the menu!,1
"나 진짜 와사비 광인데, 초밥 와사비 추가 필수","I'm a real wasabi fanatic, so adding wasabi to sushi is a must",1
키키 헐 너도?,"Kiki, huh, you too?",1
나는 간장에 와사비 필수!,Wasabi is a must for me in my soy sauce!,1
키키 아 간장 노노~ 와사비 예스,Kiki ah soy sauce no no~ wasabi yes,1
