Korean,English,score
고객님 어떤 도움이 필요하신 가요,What kind of help do you need?,
해외 출장을 가는데 그 지역 인터넷이 거의 안된다고 해서요,I'm going on a business trip overseas and they said there's almost no internet in that area.,
그럼 온라인 강의 수강하시기 어려우신 거지요,Then it will be difficult for you to take online classes.,
아무래도 안될 거 같아요 호주로 가는데 도시에서 떨어진 곳이라서요,I don't think it'll work out because I'm going to Australia and it's far from the city.,
최대 휴강 일수는 15일이고요,The maximum number of days off is 15.,
일대일 문의 게시판에 글 남겨 주시면 접수해서 처리해드릴게요,"If you leave a message on the one-on-one inquiry board, we will receive it and process it.",
일대일 게시판에 글만 올리면 되는 거죠,You just have to post on the one-on-one bulletin board.,
네 글 남겨 주시면 됩니다 다른 문의 사항 있으신가요,"Yes, please leave a comment. Do you have any other questions?",
아니요 없습니다 그럼 수고하세요,"No, there isn't. Then thank you for your hard work.",
건강 유의 하세요#@소속#상담원 #@이름# 였습니다,Take care of your health #@Affiliation#Counselor #@Name#,
상위권을 향한 지름길 #@소속# #@이름# 입니다,The shortcut to the top is #@Affiliation# #@Name#,
안녕하세요 수강신청 문의드려요,"Hello, I would like to inquire about course registration.",
고객님 어떤 강의 수강신청 원하시나요,"Customer, which course would you like to register for?",
고1이고요 중간고사 대비 내신 강의였는데 이름을 모르겠어요,"I'm a first year high school student and it was a lecture for my midterm exam, but I don't know the name.",
고1 중간고사 대비 라이브 #@상품# 말씀 이신가요,Are you talking about the live #@product# for the midterm exams in the first year of high school?,
그거 맞는데요 신청 어떻게 하나요,That's right. How do I apply?,
고객님 해당 강의는 이미 신청 마감되었습니다,"Dear customer, registration for this course has already closed.",
그래요 너무 안타깝네요,"Yeah, that's too bad",
9월 23일 신청 마감 됐고요 오늘부터 시작되는 강의입니다,The application deadline is September 23rd and the course starts today.,
알겠습니다 그럼 안녕히 계세요,"Okay, bye then",
친절한 상담으로 보답하겠습니다 #@소속# 상담원 #@이름# 였습니다,I will repay you with kind advice. #@Affiliation# Counselor #@Name#,
친절한 상담으로 보답하겠습니다 #@소속# #@이름# 입니다,I will repay you with kind advice. #@Affiliation# #@Name#,
수강연장 신청 칸이 막혀 있어서 전화드렸어요,I'm calling because the course extension application form is closed.,
빠르고 정확한 상담을 위해 이름과 연락처 부탁드립니다,Please provide your name and contact information for quick and accurate consultation.,
#@이름# 이고요 #@전번# 이에요,#@My name is# and #@My phone number is#,
고객님 #@이름# 선생님 강의 말씀이신가요,"Dear customer, is this what teacher #@name# said in his lecture?",
맞습니다 #@이름# 선생님 강의가 5일 남았는데 연장이 안되네요,"That's right, #@Name# teacher, there are 5 days left in the lecture, but it can't be extended.",
해당 강의를 이미 1회 30일간 연장을 하셨었네요,The course has already been extended once for 30 days.,
맞아요 한번 연장했는데 다 못 들었거든요,"Yes, I extended it once, but I couldn't hear everything.",
연장 신청은 1회에 한해서 최대 30일까지만 가능하세요,Extension applications can only be made once and for up to 30 days.,
그래요 전혀 몰랐었어요 알려 주셔서 감사합니다,"Yeah, I had no idea, thanks for letting me know.",
좋은 하루 되세요 #@소속# 상담원 #@이름# 이었습니다,Have a nice day #@Affiliation# This was counselor #@Name#,
합격 불변의 법칙 #@소속# #@이름# 상담원 입니다,The unchangeable law of passing #@Affiliation# #@Name# I am a counselor,
선생님 안녕하세요 어제 서초 #@소속# 에서 상담하고 온 엄마예요,"Hello teacher, I am a mother who came to Seocho #@affiliation# for consultation yesterday.",
안녕하세요 어떤 문의 사항이 있으신가요,"Hello, do you have any questions?",
어제 접수할 때 필요한 서류 메모한 걸 어디 흘렸는지 없는데요,I don't know where I lost the notes I made about the documents I needed to submit yesterday.,
그럼 필요한 서류 다시 안내 도와 드리겠습니다,Then I will help you with the necessary documents again.,
고맙습니다 불러 주세요 메모할게요,"Thank you, please call me. I'll make a note of it.",
수능 성적증명서 6월 모의평가 결과 확인서 모두 원본으로 제출하시고요,Please submit the original copy of the CSAT score certificate and the June mock test result confirmation.,
잠시만요 적고 있어요 그리고 또 하나 더 있지 않나요,"Wait a minute, I'm writing this down. And isn't there one more?",
3학년 2학기까지 학교생활기록부 사본이 필요하세요,I need a copy of my school records up to the second semester of my third year.,
네 다 적었어요 이거 다 챙겨서 예약 날짜에 방문하면 되지요,"Yes, I wrote it all down. Just bring all of this with you and visit on the reservation date.",
그렇습니다 고객님 다른 질문 있으신가요,"Yes sir, do you have any other questions?",
아니에요 다 적었어요 그럼 수고하세요,"No, I wrote it all down. Then, thank you for your hard work.",
감기 조심하세요 #@소속# 상담원 #@이름# 였습니다,Take care not to catch a cold #@Affiliation# This was counselor #@Name#,
인강의 최강자 #@소속# 고객센터 #@이름# 입니다,The strongest in the lecture #@Affiliation# Customer Center #@Name#,
궁금한 게 있어서 전화드렸습니다,I'm calling because I have a question.,
고객님 어떤 도움이 필요하신 가요,What kind of help do you need?,
#@상품# 로 강의 수강신청을 불필요하게 많이 해서 취소하고 싶은데요,I want to cancel my unnecessary course registration for #@Product#,
#@상품# 상품은 신청한 강좌의 취소는 불가하세요,#@Product# You cannot cancel a course you have applied for.,
그럼 안들을 과목을 안 보이게 할 수 있나요,Then can I hide the subjects I don't want to hear?,
마이페이지에서 내 강의실 수강 강좌 전체보기를 보시겠어요,Would you like to see all the courses taken in my classroom on My Page?,
지금 수강 강좌 전체보기를 보고 있어요,You are currently viewing the entire course,
원하지 않는 강좌명 옆에 표시를 클릭하시면 숨길 수 있으세요,You can hide the courses you don't want by clicking the check mark next to them.,
이제 됐네요 자세하게 설명해 주셔서 감사합니다,"Okay, thanks for the detailed explanation.",
감기 조심하세요 #@소속# 상담원 #@이름# 였습니다,Take care not to catch a cold #@Affiliation# This was counselor #@Name#,
안녕하십니까 #@소속# 고객센터 상담원 #@이름# 입니다,"Hello, this is #@Affiliation# Customer Center Counselor #@Name#",
안녕하세요 선생님 윈터스쿨 안내자료 신청하고 싶은데요,"Hello teacher, I would like to apply for the winter school information materials.",
회원님 성함과 연락처 그리고 주소 말씀해 주시겠어요,"Could you please tell me your name, contact information, and address?",
#@이름# 이고요 #@전번#번 이에요,My name is #@ and my phone number is #@#,
네 주소도 말씀 부탁드리겠습니다,Please tell me your address too,
서울시 송파구 #@주소# 입니다,"This is #@Address# in Songpa-gu, Seoul",
소중한 정보 감사합니다 윈터스쿨 안내자료 신청되셨습니다,Thank you for the valuable information. You have applied for the Winter School brochure.,
그럼 언제쯤 자료를 받아 볼 수 있을까요,So when can I receive the data?,
대략 3일 정도 걸리실 듯합니다,It will probably take about 3 days.,
빠르게 처리해 주셔서 감사합니다,Thank you for your quick response,
기분 좋은 하루 되세요 #@소속# 상담원 #@이름# 였습니다,Have a nice day #@Affiliation# This was counselor #@Name#,
상위권을 향한 지름길 #@소속# 고객센터 #@이름# 입니다,Shortcut to the top is #@Affiliation# Customer Center #@Name#,
가입할 때 메일 인증이 왜 필요한 건가요,Why do I need to verify my email address when signing up?,
신규강좌 안내 결제 안내 취소 안내 등 부모님의 이메일로 발송됩니다,"Information on new courses, payment information, cancellation information, etc. will be sent to parents' emails.",
그래요 가입 때 썼던 메일 대신 다른 메일을 사용하게 됐어요,"Yes, I ended up using a different email address instead of the one I used when signing up.",
고객님 아이디와 연락처 뒤에 네 자리 말씀 부탁드립니다,Please tell me the last four digits of your customer ID and contact number.,
#@계정# 이고요 5678번 이에요,#@Account# is number 5678,
변경된 이메일 주소 말씀해 주세요,Please tell me your changed email address,
#@계정# 이에요 이렇게 변경해주세요,#@Account# Please change it like this,
변경되셨습니다 다른 문의 사항 있으신가요,Changed Do you have any other questions?,
아니요 없어요 빠른 처리 감사합니다,"No, there isn't. Thank you for your quick response.",
감기 조심하세요 #@소속# 상담원 #@이름# 였습니다,Take care not to catch a cold #@Affiliation# This was counselor #@Name#,
합격의 지름길 #@소속# 상담원 #@이름# 입니다,Shortcut to passing #@Affiliation# Counselor #@Name#,
안녕하세요 반배정 관련해서 문의드릴게요,"Hello, I have a question about class assignment.",
어떤 문의 사항이 있으신가요,Do you have any questions?,
반배정에 필요한 서류가 어떤 게 있나요,What documents are required for reassignment?,
수능성적표나 모의고사 성적표 학교생활기록부 사본이 필요하세요,"I need a copy of my college entrance exam score report, mock exam score report, or school record.",
잠시만요 메모 좀 다시 할게요 학교생활기록부 도 필요하나요,"Excuse me, I'll make a note again. Do you also need a school record?",
학교생활기록부 사본이 필요합니다,I need a copy of my school records.,
알겠습니다 그럼 서류 준비해서 방문할게요,"Okay, then I will prepare the documents and visit you.",
다른 문의 사항 있으신가요,Do you have any other questions?,
아니에요 없습니다 안녕히 계세요,"No, there isn't. Goodbye.",
행복한 하루 되세요 #@소속# 고객센터 #@이름# 이었습니다,Have a nice day #@Affiliation# Customer Center #@Name#,
합격의 길잡이 #@소속# 고객센터 #@이름# 입니다,Your guide to passing is #@Affiliation# Customer Center #@Name#,
#@상품# 특강 신청 좀 할게요,#@Product# I would like to apply for a special lecture,
회원님 어떤 강좌 신청 원하시나요,"Member, what course would you like to apply for?",
#@이름# 선생님 오후 8시 특강이요,"#@Name# Teacher, there is a special lecture at 8pm",
#@상품# 특강 말씀하시는 건가요,#@Product# Are you talking about the special lecture?,
맞아요 #@상품# 특강이요 신청 가능한가요,"Yes, it's a special lecture. Can I apply?",
확인해볼게요 회원님 이름과 연락처 불러 주시겠어요,I'll check. Could you please tell me your name and contact information?,
#@이름# 이고요 #@전번# 번 이에요,My name is #@name# and my number is #@phone#,
회원님 해당 강좌는 언어와 매체 파이널 수강생만 신청 가능하세요,"Member, this course is only available to students who have taken the Language and Media Final.",
그런 거예요 그럼 저는 들을 수 없는 건가요,"That's it, so I can't hear it?",
아쉽지만 신청 불가하세요 다른 문의 사항 있으세요,"Unfortunately, you cannot apply. Do you have any other inquiries?",
그래요 알겠습니다 그럼 안녕히 계세요,"Okay, I understand. Then, goodbye.",
감기 조심하세요 #@소속# 상담원 #@이름# 이었습니다,Take care not to catch a cold #@Affiliation# This was counselor #@Name#,
기다려 주셔서 감사합니다 단어나 문장 글씨가 안나오신다고 하셨는데요,Thank you for waiting. You said that the words or sentences are not appearing.,
혹시 그럼 안 보이시는 회원님 중에 한 명 지금 확인 해 주세요,"If so, please check with one of the members who is not visible.",
엘엠에스 사이트 접속 지금 하실 수 있으실까요,Can you access the LMS site now?,
지금 접속 돼 있어요,I'm connected now,
네 엘엠에스 사이트 회원관리 메뉴에서 그 안 보이시는 회원님 이름에서요,"Yes, in the LMS site membership management menu, you can see the member name that is not visible.",
정보 수정란에 보시면은 학습모드가 지금 어떻게 되어 있나요,"If you look at the information modification field, you can see what the learning mode is currently in.",
학습모드가요 지금 상이요,I'm in learning mode right now,
상으로 되어 있나요 이게 상으로 되어 있으면요,"Is this a prize? If this is a prize, then",
자막이 안 보이는 부분이기 때문에요,Because there are parts where the subtitles are not visible,
그래요 상으로 돼 있으면 안 돼요,"Yeah, it shouldn't be like that",
자막을 보이실려면 네 그 학습모드 하로 변경 해주시면 됩니다,"If you want to see the subtitles, just change to the learning mode.",
그렇구나 네 알겠습니다,"Okay, I understand.",
네 다른 문의사항 더 있으십니까,"Yes, do you have any other questions?",
아니요 괜찮습니다 수고하세요,"No, it's okay. Thank you for your hard work.",
전 상담원 #@이름#였습니다 시원하고 건강한 하루 보내세요 감사합니다,I was a former counselor #@name#. Have a cool and healthy day. Thank you.,
예 안녕하세요 #@소속#인데요 회원님 어머님께서 여쭤보셨는데요,"Yes, hello, I'm from #@affiliation#. Your mother asked me.",
이거 뭐 학습하실 때 시계 소리 나오고 다음으로 안 넘어가지신다고 해서요,"I heard that when you study this, the clock makes a sound and you can't move on to the next step.",
연락을 드렸는데요 지금 남아있는 학습이 있나요 #@이름#회원님,I contacted you. Do you have any remaining lessons? #@Name#Member,
선생님이 저기 뭐 패드로 할 수 있다고 해가지고 패드로 했구요,"The teacher said I could do it with a pad, so I did it with a pad.",
오늘 거 안 한 거 있거든요,There's something I didn't do today,
그러면은 좀 볼게요 원격 켜서요 #@기타# 홈페이지 한 번 열어주시겠어요,Then I'll take a look. Turn on the remote. #@Other# Could you please open the homepage?,
지금 로그인해서 들어와 있는 상태에요,You are currently logged in,
거기 왼쪽 아래에 보시면은 빨간색으로 원격 지원 보일 겁니다,"If you look at the bottom left, you will see Remote Support in red.",
네 원격 지원 그거 클릭해요,"Yes, click on remote assistance.",
네 그거 눌러주시구요 원격 지원 시작 아래쪽에 실행 차례대로 눌러주세요,"Yes, please click on that and click on Run in order at the bottom of Start Remote Support.",
눌러주시면은요 번호 누르라고 나올 겁니다,"If you press it, it will ask you to press a number.",
네 시작 누르고요,"Yes, press start",
네 번호 누르는 거 나올 겁니다,You will get a number to press,
번호 누르는 게 안 나오고 이게 잠깐만요 번호요 이게 그냥 팝업창인데요,"The number I'm pressing doesn't come up, and this is just a pop-up window.",
이거는 시작을 누르니까 팝업창이 뜨네요,"When I press start, a pop-up window appears.",
원격 지원 시작 누르시면은 돼요,Just click Start Remote Assistance,
계속 실행 실행이 뜨는데요,It keeps saying run run,
그래요 그럼 잠시만요 확인 하고 다시 전화 할게요,"Okay, just a moment. I'll check and call you back.",
고객과 함께 하는  #@소속# #@이름#입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# working with customers. How can I help you?,
학습기에서 하다가 학습기가 이상 있어서 핸드폰으로 공부를 하는데요,"I was studying on a learning device, but the device malfunctioned, so I'm studying on my cell phone.",
다시 학습기로 돌아갔는데 핸드폰에서 공부했던 게요,I went back to the study machine and studied on my phone.,
학습기에 다시 써 있더래요,It was written again in the learning machine,
기기를 변경하셔서 범용 앱으로 학습을 하셨는데요,You changed your device and studied with a universal app.,
다시 학습기로 로그인 하셨는데요,You logged into the learning machine again.,
앱에서 공부하셨던 교재가 떠 있다고 하셨는데요,You said that the textbook you studied was floating in the app.,
회원님 혹시 어머님이신가요,Are you a mother by any chance?,
아니요 저는 선생님이구요 네 그 회원 저기 전화번호 말씀드릴게요,"No, I'm a teacher. Yes, I'll give you the member's phone number.",
우선 회원번호는 #@번호#입니다,"First of all, your membership number is #@number#",
#@이름# 회원님 건 맞으십니까,#@Name# Is this correct?,
전화주신 분은 #@소속# #@이름# 선생님이신가요,Is the person calling you teacher #@Affiliation# #@Name#?,
네 #@이름# 회원 맞아요 전 #@이름# 이구요,"Yes, I am a member of #@Name#. I am #@Name#",
네 소중한 정보 감사합니다 선생님 그럼 지금 기기는 어디에 있습니까,"Yes, thank you for the valuable information, sir. So where is the device now?",
기기는 지금 학생 집에 있죠,The device is now at the student's home.,
그럼 몇시쯤 통화 가능 하신지 확인 가능 할 까요,"Then, can you confirm what time you can call?",
네 그럼 제가 어머님 몇 시 통화 가능 한지 확인 해서 연락 드릴게요,"Okay, then I'll check what time your mother is available and call you back.",
고객과 함께하는  #@소속# #@이름# 입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# with customers. How can I help you?,
안녕하세요 여기 집에서 아이가 이제 수업을 받고 있는데요,"Hello, my child is now taking classes here at home.",
이게 몇 가지 문제가 있어서요,There are a few problems with this,
네 안녕하십니까 어떤 문제가 있으신가요,"Hello, what is your problem?",
예를 들면 네모 네모 안에 뭐 글자를 바꿔가면서요,"For example, changing the letters inside a square.",
만들어지는 단어를 들어보라 할 때 그림 있고 알파벳 낱말이 있고요,"When you listen to the words being made, there are pictures and alphabet words.",
네 계속 말씀 주시면 됩니다,"Yes, please continue speaking.",
그림 있고 이럴 때 이게 그림 터치가 안 되는 경우가 있거든요,There are times when there is a picture and the picture touch doesn't work.,
삼촌 패드로 수업을 하는데 그림을 터치하면 소리가 나온다는데요,"I'm taking a class with my uncle's pad, and he says that if you touch the picture, it makes a sound.",
터치해도 소리가 안 나오는 경우가 있고요,"Sometimes, even if you touch it, there is no sound.",
네 터치해도 소리가 안나오신다고요,"Yes, you said that even if you touch it, there is no sound",
저희쪽에서는 어려우시고 학습기 상담팀이 별도로 있어서요,"It is difficult for us, and we have a separate learning consulting team.",
따로 연락 드릴게요 지금 전화 주신 번호로 연락드릴까요,I'll contact you separately. Should I call you on the number you just gave me?,
네 지금 번호로 연락주세요,"Yes, please call the number now.",
네 알겠습니다 빠르게 연락 드리겠습니다,"Okay, I understand. I'll get back to you shortly.",
고객과 함께하는 #@소속# #@이름#입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# with customers. How can I help you?,
아까 탭 시리얼 넘버 확인을 못해서요,I couldn't check the tab serial number earlier.,
네 그럼 지금 확인 가능 하실까요,"Okay, can you check it now?",
네 여기에 #@소속# 입니다,"Yes, here is #@affiliation#",
확인 해보겠습니다 잠시 기다려주시겠습니까,I'll check it out. Could you please wait a moment?,
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
예 기다려 주셔서 감사합니다 단말 정보 위에 고객센터 눌러주시구요,"Yes, thank you for waiting. Please click on the customer center above the terminal information.",
고객센터 인증까지 눌러주시겠습니까,Would you like to press the Customer Center Authentication button?,
잠시만요 고객센터 인증이요,Please wait a moment. This is customer center authentication.,
예 코드 안내 해드리겠습니다 모두 숫자입니다 #@번호#입니다,"Yes, I will guide you through the code. They are all numbers. #@number#",
#@번호# 확인 했어요,#@Number# confirmed,
확인 완료 해주시겠습니까 학습전용모드 온으로 되어 있는 상태 맞으십니까,Please confirm that the learning mode is turned on.,
네 온 맞아요,"Yes, that's right",
오프로 변경 해주시겠습니까,Would you like to change it to off?,
오프로  변경이요 알겠습니다,I understand that it is changed to Off.,
네 서비스 해지 눌러주시고 확인 완료 해주시겠습니까,"Yes, please click on cancel service and complete the confirmation.",
거기까지 진행 하셨다면 천천히 약 두세 번에 걸쳐서 삭제 하시구요,"If you've gotten this far, delete it slowly in two or three steps.",
제거 확인이라고 화면에 확인되실 겁니다 제거 진행 해 주시겠습니까,You will see on the screen that it says “Confirm Removal”. Would you like to proceed with the removal?,
네 삭제 됐어요,Yes it was deleted,
해당 태블릿 피씨 화면 확인 되십니까,Can you check the tablet PC screen?,
네 화면 확인되네요,"Yes, I see your screen",
네 사용하시면 됩니다 다른 문의사항 있으십니까,"Yes, you can use it. Do you have any other questions?",
아니요 괜찮습니다 없어요,"No, it's okay. There isn't any.",
고객과 함께 하는 #@소속# #@이름#입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# working with customers. How can I help you?,
예 여보세요 그거 학습기죠 저희 #@상품#사용했는데요,"Hello, that's a learning tool. We used our #@product#.",
#@상품# 패드를 사용했거든요,#@Product# I used a pad,
그럼 이거 #@이름# 이제 학습을 안 하면은 일반 패드로 쓸 수 없나요,"So, if I don't learn this #@name#, I can't use it as a regular pad?",
#@소속# 그 학습을 하던 이제 #@상품# 패드란 말씀이세요,#@Affiliation# You mean the #@Product# pad that you were learning about?,
해당 #@상품# 학습을 중단해서 메뉴 변경하기를 원하시는 것 같은데요,It seems like you want to stop learning about the #@product# and change the menu.,
어머님 지금 저희 #@상품# 사용하시고 계시는데요,"Mom, you are currently using our #@product#",
회원 확인할 수 있는 어머님 연락처 말씀을 해 주시겠어요,Could you please tell me your mother's contact information so that I can verify your membership?,
네 #@전번# 입니다,"Yes, my number is #@phone#",
지금 #@이름# 회원의 어머님으로 확인되는데 맞으세요,I have now confirmed that you are the mother of member #@name#. Is this correct?,
네 일반 패드로 변경이 가능한가요,"Yes, can I change it to a regular pad?",
어머님 지금 #@상품#패드는 일반 메뉴로 이제 변경이 가능하고요,"Mom, now #@Product#Pad can be changed to the general menu.",
저희 고객 센터 내에 기술지원팀 쪽에서 이제 해드릴 수가 있어요,Our technical support team within our customer center can now help you with this.,
네 그럼 기술지원팀 연결해주세요,"Okay, then please connect me to the technical support team.",
네 어머님 잠시만 기다려주세요,"Yes, mother, please wait a moment.",
안녕하세요 아까 문의주셨던 내용 안내 차 연락 드렸습니다,"Hello, I am contacting you to inform you of the inquiry you made earlier.",
혹시 해당 기기 말고 다른 기기로 시도 해 보셨나요,Have you tried it with a different device?,
네 다른 것도 똑같아요,"Yeah, everything else is the same.",
비밀번호가 #@번호# 번호라고 말씀하셨죠,You said your password was #@number#,
혹시 회원님 성함이랑 회원번호 좀 알려주시겠어요,Could you please tell me your name and membership number?,
#@이름# 생년월일은 #@번호#입니다,#@Name# Date of birth is #@Number#,
생년월일 말고요 회원번호 일곱자리만 말씀해 주시면 되세요,"Please tell me only your seven-digit membership number, not your date of birth.",
내가 지금 잘 모르겠는데요,I'm not sure right now,
지금 확인을 좀 해 주시겠어요,Could you please check it now?,
이거 저희가 회원번호가 확인 돼야지 전달이 가능해서요,We need to verify your membership number before we can send it to you.,
회원번호 말고 안 돼요,"No, it doesn't work unless you have a membership number",
네 죄송하지만 회원번호 확인이 필요해요,"Yes, sorry, but I need to verify your membership number.",
지금 컴퓨터 #@기타#가 접속이 어려우세요,Computer #@Other# is currently having trouble connecting,
네 지금은 안 돼요 그럼 제가 확인하고 연락 드릴게요,"No, not now. Then I'll check and get back to you.",
확인하시고 #@번호#로 연락 주시면 도움 드리겠습니다,Please check and contact #@number# and we will help you.,
고객과 함께하는  #@소속# #@이름#입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# with customers. How can I help you?,
지금 #@상품#앱이 기기에 안뜨는데요 어떻게 해야 돼요,The #@product# app is not showing up on my device right now. What should I do?,
만약에 앱 설치가 전혀 이제 조회 자체가 안 되시는 기종이시라면요,"If you have a device that does not support app installation at all,",
저희도 최신 기종은 이게 다 확인되지 않으신 기종이기 때문에요,"We also have the latest models, so this is not a confirmed model.",
만약 구매를 하셔서 앱이 조회가 되지 않으시면요,If you make a purchase and the app is not displayed,
그때는 저희가 우선적으로 그 수동으로 설치가 가능한지 확인하는데요,"At that time, we will first check whether manual installation is possible.",
저희 기술지원팀을 통해서 한 번 요청을 드릴 수 있구요,You can make a request through our technical support team.,
그럼에도 불구하고 앱 설치가 안 되는 기종은 지원이 어려워요,"However, it is difficult to support devices that do not support app installation.",
그럼 지금 기종을 말씀드리면 되는지 안 되는지는 확인은 가능한가요,"Then, can you confirm whether I can tell you the model now or not?",
사실 그게 어려우신 부분이세요 그 구매하시고자 하는 게 최신 기종이세요,"Actually, that's the difficult part. What you want to buy is the latest model.",
아니요 그렇지는 않아요,"No, that's not true",
그니까 새 기기시다 보니까 사실 저희도 확답드릴 수 없는 게요,"Well, since it's a new device, we can't really give you a definitive answer.",
그냥 혹시 뭐 중고나 아니면 쓰시던 게 있으시다고 한다면요,"If you happen to have something used or something you're using,",
플레이 스토어에 가서 검색만 되는지라도 보면 되는데요,You can just go to the Play Store and search for it.,
일단 검색이 되면 어찌됐든 구십 퍼센트는 앱 설치가 가능 하신데요,"Once you search, there is a 90 percent chance that you will be able to install the app.",
네 그래도 웬만하면 되는 거네요,"Yes, but it's usually okay",
네 가능한 앱 조회를 해서 설치를 했는데도요,"Yes, I searched for possible apps and installed them.",
가끔 지원이 안 되는 기종들도 있더라구요,"Sometimes, there are models that are not supported.",
뭐 #@상품# 기종 같은 경우에는 평가앱이 지원이 안 돼서요,"Well, in the case of models like #@Product#, the evaluation app does not support it.",
네 그래요 어떡하죠 그럼,"Yeah, okay, what should I do then?",
좀 번거로우시겠지만 #@상품# 평가앱은요,"It might be a bit of a hassle, but the #@product# evaluation app",
사실 피씨로 하셔도 상관은 없어요,"Actually, it doesn't matter if you do it on a PC.",
네 그냥 컴퓨터로요,"Yeah, just with a computer.",
그런 경우라면 문제가 없는데 저희도 백 퍼센트 확신을 못해요,"In that case, there is no problem, but we are not 100% sure either.",
이게 목록을 보고 그 이제 모델명을 보고 된다 안 된다 말해야하는데요,I have to look at this list and then say whether it is okay or not based on the model name.,
여부를 확인해드리기는 좀 어려우세요,It's a bit difficult to confirm whether or not,
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
네 확실하게 답변해드리지 못해 너무 죄송합니다,"Yes, I'm so sorry I can't give you a definite answer.",
고객과 함께하는  #@소속# #@이름# 입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# with customers. How can I help you?,
학습기 때문에 연락주셔서 진행했는데요 학습기 상담팀이 있다고 해서요,"I contacted you because of the learning machine, and you said there was a learning machine consulting team.",
혹시 이거 그 쪽에서 직접 움직여서 봐주실 수도 있나요,Could you please move this over there and take a look?,
네 어머님 저희가 원격으로 진행이 가능해서요,"Yes, Mom, we can do it remotely.",
지금 학습기 가지시고 이제 전화 받아주시면 점검을 도와드리겠습니다,"If you have the learning device now and you call me now, I will help you check it.",
네 그래요 알겠습니다,"Yes, I understand.",
네 혹시 다른 문의는 없으십니까 아 갤럭시 탭이라고 하셨는데요,"Yes, do you have any other questions? Oh, you said Galaxy Tab.",
저희 #@상품#에서 구매하신 #@상품# 탭인가요,Is this the #@Product# tab you purchased from our #@Product#?,
아니에요 여기서 산 건 아니고요,"No, I didn't buy it here.",
그냥 별도로 갖고 계신 기기이십니까,Do you just have a separate device?,
네 애기 삼촌이 쓰던 거요,It's what your baby's uncle used to use.,
알겠습니다 다른 문의는 없으세요,"Okay, no other questions.",
예 더 없어요 감사합니다,"Yes, no more, thank you",
저는 #@이름#입니다 건강하고 시원한 하루 보내십시오 감사합니다,I am #@name#. Have a healthy and cool day. Thank you.,
고객과 함께 하는 #@소속# #@이름#입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# working with customers. How can I help you?,
여보세요 저기 다름이 아니고요 #@소속# 그 기계 있지 않습니까,"Hello, there's no one else but #@affiliation#, right? Isn't that machine there?",
그게 이제 충전이 좀 잘 안 되어가지고요,It's not charging very well now.,
지금 한 학습 시작한지 한 일년 정도 됐는데요,It's been about a year since I started studying.,
네 지금 이제 충전이 잘 안 되서 문의주신 거세요,"Yes, I am contacting you because charging is not working properly.",
실례지만 #@이름# 회원 어머님 되십니까,"Excuse me, but are you the mother of member #@name#?",
그니까 학습기는 언제 구입하셨는 지가 궁금하신 거세요,"So, I'm curious as to when you purchased the learning machine.",
예 에이에스 센터에 가니까요,"Yes, I'm going to the AS Center.",
이제 일 년 정도 이제 넘었는지 안 넘었는지 물어보더라구요,He asked me if it had been over a year or not.,
확인서가 필요하다고 그렇게 얘기를 하셔가지고요,He kept saying that he needed a certificate.,
제가 구매내역 확인해 보도록 하겠습니다,I will check my purchase history.,
이천십칠 년 칠월 삼 일에 #@상품# 구매하신 걸로 확인됩니다,"It is confirmed that you purchased #@Product# on July 3, 2017.",
일년은 조금 지난 걸로 확인되시네요,"It's been a little over a year, I see.",
일년 조금 지났군요,It's been a little over a year,
그럼 에이에스에 물어보셔야 할 것 같아요,Then I think you should ask AS,
네 그럼 제가 확인 해볼게요 감사합니다,"Okay, then I'll check it out. Thank you.",
고객과 함께 하는 #@소속# #@이름# 입니다 무엇을 도와드릴까요,This is #@Affiliation# #@Name# working with customers. How can I help you?,
해지 신청 후에 지금 기기에 이거만 지금 하게 돼 있잖아요,"After requesting cancellation, you are only supposed to do this on your current device.",
그거는 어디서 해결해야 돼요,Where should I resolve that?,
그 부분은 저희가 그 서비스 해지가 가능하구요,"As for that part, we can cancel that service.",
어머니 저희 이제 뭐 학습 중단이나 이런 부분 센터로 요청해주시구요,"Mother, please ask the center to stop learning or something like that.",
탭은 혹시 #@상품#인가요 어머니 기종이 어떻게 될까요,Is the tab #@product#? What is your mother's model?,
#@상품#가 아니고 #@상품#패드인 것 같아요,I think it's not #@product# but #@product#pad,
#@소속# #@상품#이세요 지금 그 부분은 제가 바로 처리를 해 드릴게요,#@Affiliation# #@Product# I will handle that part right now.,
지금 와이파이가 연결된 상태로 가지고 계신가요,Do you have a Wi-Fi connection right now?,
저희가 설정을 진행해드릴 수가 있는데요,We can help you set it up.,
지금 와이파이 연결돼 있어요,I'm connected to wifi now,
네 알겠습니다 제가 그 학습기 해지는 바로 진행을 해드릴게요,"Yes, I understand. I will proceed with canceling the learning period right away.",
